TestModelElementNameNotationJava,ModelElementNameNotationJava,TRUE,6,0.6,1,24,0.28,3651.75,7,1,5,6,0,126.62,5,40,0,1,126.62,0,0.5,0.5,3,6,1,846.67,2,1,0,junit.framework.TestCase,0,0,1,6,0,0,5,0,1,202,0,6,0,5.67,85,1.48,127312.18,6,0,10,6,8,75.9,30,141,1,2,93.78,0,0.67,0,2,6,27,4454.06,0,3,7,org.argouml.uml.notation.ModelElementNameNotation,0.1,0,2,34,0,0,3,0,11,725,0
TestModelEventPump,Model,TRUE,14,0.59,1.07,82,1.07,17075.31,17,3,5,14,0,120.84,62,150,0,1,120.61,0,0.5,0.88,0,0,2,3207.89,3,0,0,junit.framework.TestCase,0,0,1,15,0,0,14,0,15,701,0,13,0.19,1.08,31,0.24,2946.48,16,3,7,13,26,141.44,61,47,23,1,141.21,14,0.06,0.15,6,67,2,726.35,2,7,3,org.tigris.gef.undo.UndoableAction,0,0,1,14,14,0,6,0,15,194,0
TestModelFacade2,Model,TRUE,7,0,1.14,49,0.74,13039.16,7,0,2,7,0,95.82,36,69,0,1,113.69,0,0.5,0,0,7,2,2234.47,3,0,0,junit.framework.TestCase,0,0,1,8,0,0,7,0,9,472,0,13,0.19,1.08,31,0.24,2946.48,16,3,7,13,26,141.44,61,47,23,1,141.21,14,0.06,0.15,6,67,2,726.35,2,7,3,org.tigris.gef.undo.UndoableAction,0,0,1,14,14,0,6,0,15,194,0
TestModelFacade3,Model,TRUE,6,0,3.33,54,0.85,40657.65,8,2,7,6,1,62.67,42,90,1,1,104.96,0,0.5,0.5,2,0,12,2562.93,3,2,0,junit.framework.TestCase,0,0,1,20,0,0,4,0,11,482,0,13,0.19,1.08,31,0.24,2946.48,16,3,7,13,26,141.44,61,47,23,1,141.21,14,0.06,0.15,6,67,2,726.35,2,7,3,org.tigris.gef.undo.UndoableAction,0,0,1,14,14,0,6,0,15,194,0
TestModelManagementHelper,model,TRUE,8,0.2,1,51,0.65,10360.73,15,7,3,9,0,138.08,30,79,0,1,117.46,0,0.5,0.32,1,6,1,1960.71,3,0,0,junit.framework.TestCase,0,1,1,8,0,1,8,0,9,422,0,13,0.19,1.08,31,0.24,2946.48,16,3,7,13,26,141.44,61,47,23,1,141.21,14,0.06,0.15,6,67,2,726.35,2,7,3,org.tigris.gef.undo.UndoableAction,0,0,1,14,14,0,6,0,15,194,0
TestMyTokenizer,MyTokenizer,TRUE,13,0,1.31,193,2.88,124088.28,13,0,3,13,0,136.73,36,406,0,1,96.85,0,0.5,0,1,13,2,8625.94,2,0,0,junit.framework.TestCase,0,0,1,17,0,0,13,0,11,1648,0,10,0.21,3.5,148,1.61,185749.39,24,14,0,13,14,74.2,140,177,9,1,94.34,0,0,0.26,3,0,19,4843.62,0,6,5,java.lang.Object,0,3,0,35,0,3,4,1,11,889,0
TestNotation,Notation,TRUE,4,0,1.25,30,0.43,8505.92,4,0,8,4,0,163.22,5,49,0,1,113.22,0,0.5,0,0,4,2,1276.15,1,0,0,junit.framework.TestCase,0,0,1,5,0,0,4,0,1,262,0,6,0.3,2,44,0.55,12459.2,8,2,18,6,8,80.97,36,57,2,1,113.19,0,0.5,0.25,0,6,4,1648.58,2,1,6,org.tigris.gef.undo.UndoableAction,0,0,1,12,0,0,5,1,8,323,0
TestNotationProvider,NotationProvider,TRUE,4,0.17,1,40,0.52,11245.53,6,2,7,4,0,146.42,11,52,0,1,106.54,0,0.5,0.38,0,4,1,1559.98,1,0,0,junit.framework.TestCase,0,0,1,4,0,0,4,1,3,312,0,12,0.14,1.83,58,0.74,21327.87,14,2,9,14,30,78.68,142,87,28,1,122.81,41,0,0.38,4,20,5,2213.14,0,3,2,java.lang.Object,0,2,0,22,41,2,9,0,26,476,0
TestOsUtil,OsUtil,TRUE,2,0,1,8,0.06,982.85,2,0,1,2,0,109.47,11,11,0,1,127.35,0,0.5,0,0,2,1,189.24,1,0,0,junit.framework.TestCase,0,0,1,2,0,0,2,0,3,51,0,4,0,1,8,0.08,882.8,4,0,0,4,1,123.44,23,14,1,1,141.31,0,0,0,0,4,1,225.29,0,3,0,java.lang.Object,0,0,0,4,0,0,1,0,5,61,0
TestPersistenceManager,xmifilepersister,TRUE,3,0,1,28,0.33,9642.67,3,0,4,3,0,89.91,17,40,0,1,107.79,0,0.5,0,0,3,1,1004.57,4,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,5,214,0,10,0,3.3,129,1.74,80402.64,14,4,23,12,19,57.43,79,185,3,2,99.72,1,0.4,0.25,3,22,10,5211.1,1,5,17,org.argouml.persistence.AbstractFilePersister,0.28,2,2,33,2,2,5,1,19,923,0
TestPersistenceManager,umlfilepersister,TRUE,3,0,1,28,0.33,9642.67,3,0,4,3,0,89.91,17,40,0,1,107.79,0,0.5,0,0,3,1,1004.57,4,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,5,214,0,15,0.11,4.2,226,3.31,177660.29,19,4,36,16,20,46.62,128,347,4,2,94.72,1,0.4,0.15,7,56,10,9941.56,3,12,18,org.argouml.persistence.AbstractFilePersister,0.24,1,2,63,2,1,3,0,40,1699,0
TestPersistenceManager,zipfilepersister,TRUE,3,0,1,28,0.33,9642.67,3,0,4,3,0,89.91,17,40,0,1,107.79,0,0.5,0,0,3,1,1004.57,4,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,5,214,0,9,0.88,2.89,93,1.38,66589.45,10,1,22,10,17,60.69,70,139,2,3,102.99,0,0.75,0.22,1,19,12,4133.87,2,7,16,org.argouml.persistence.XmiFilePersister,0.32,1,3,26,0,1,2,0,20,711,0
TestPersistenceManager,PersistenceManager,TRUE,3,0,1,28,0.33,9642.67,3,0,4,3,0,89.91,17,40,0,1,107.79,0,0.5,0,0,3,1,1004.57,4,0,0,junit.framework.TestCase,0,0,1,3,0,0,3,0,5,214,0,24,0.02,1.62,123,1.2,26028.48,39,15,18,28,30,103.04,137,186,21,1,120.91,0,0,0.08,4,330,4,3590.06,0,15,13,java.lang.Object,0,4,0,39,0,4,9,0,28,794,0
TestProfileJava,ProfileJava,TRUE,2,0,1,9,0.1,1672.83,2,0,3,2,0,77.05,20,14,0,1,125.53,0,0.5,0,0,2,1,312.79,2,0,0,junit.framework.TestCase,0,0,1,2,0,0,2,0,3,70,0,17,0.16,3.18,175,2.27,87142.83,21,4,18,18,8,61.93,123,251,1,1,104.22,0,0.5,0.1,13,69,9,6795.08,0,14,7,org.argouml.uml.Profile,0.09,1,1,54,0,1,3,0,38,1307,0
TestResolvedCritic,ResolvedCritic,TRUE,3,0,2.33,65,1.18,72363.81,3,0,4,3,0,54.75,20,100,0,1,86.97,0,0.5,0,0,3,4,3540.66,1,0,0,junit.framework.TestCase,0,0,1,7,0,0,3,0,8,616,0,10,0.11,3.5,94,1.04,63700.76,13,3,5,11,9,56.68,104,136,5,1,105.16,0,0,0.43,2,0,12,3119.3,1,6,4,java.lang.Object,0,1,0,35,0,1,4,0,19,623,0
TestStateBodyNotationUml,StateBodyNotationUml,TRUE,10,0.04,1.4,69,1.07,34966.19,13,3,6,10,0,81.77,64,140,0,1,113.99,0,0.5,0.3,2,0,5,3195.3,1,1,0,junit.framework.TestCase,0,0,1,14,0,0,9,0,21,653,0,11,0,3.45,108,1.76,71282.37,11,0,12,11,7,67.54,134,194,0,2,105.1,0,0.67,0,7,11,10,5277.43,0,3,7,org.argouml.uml.notation.StateBodyNotation,0.07,0,2,38,0,0,8,0,20,984,0
TestStringNamespace,StringNamespace,TRUE,8,0,1,60,0.68,17177.82,8,0,1,8,0,113.47,32,94,0,1,113.24,0,0.5,0,1,8,1,2029.72,2,1,0,junit.framework.TestCase,0,0,1,8,0,0,7,0,9,459,0,21,0.15,1.48,92,0.85,24086.4,24,3,3,23,5,106.49,114,117,2,1,124.36,0,0,0.19,4,141,3,2547.62,2,12,3,java.lang.Object,0,2,0,31,0,2,9,1,22,599,0
TestTabStyle,TabStyle,TRUE,2,0,1,32,0.39,19484.12,2,0,20,2,0,62.45,12,35,0,1,94.67,0,0.5,0,0,2,1,1181.83,1,0,0,junit.framework.TestCase,0,0,1,2,0,0,2,0,3,237,0,21,0.01,2.52,167,1.93,82798.23,30,9,24,25,14,68.66,164,221,0,2,110.95,0,0.67,0.12,8,222,12,5783.19,6,5,14,org.argouml.ui.AbstractArgoJPanel,0,4,2,53,0,4,16,1,44,1139,0
TestTargetManager,TargetManager,TRUE,14,0.04,1.93,496,7.31,633648.39,29,15,12,14,0,97.2,54,512,0,1,76.59,0,0.5,0.1,0,70,6,21940.2,3,0,0,junit.framework.TestCase,0,0,1,27,0,0,14,0,20,4028,0,37,0.01,2.57,276,3.4,146404.69,50,13,24,47,147,68.64,267,410,141,1,110.93,0,0,0.09,14,791,12,10212.61,0,20,11,java.lang.Object,0,10,0,95,0,10,17,0,49,2004,0
TestUMLActivityDiagram,UMLActivityDiagram,TRUE,2,0,1,6,0.04,504.94,2,0,2,2,0,102.06,12,10,0,1,134.29,0,0.5,0,0,2,1,120.04,1,0,0,junit.framework.TestCase,0,0,1,2,0,0,2,0,3,35,0,1,0,1,3,0.02,142.44,1,0,1,1,3,88.14,8,6,1,4,136.24,0,0.8,0,0,1,1,61.77,1,0,2,org.argouml.uml.diagram.ui.PropPanelDiagram,0,0,4,1,0,0,1,0,2,19,0
TestUMLAssociationEndRoleBaseListModel,umlassociationendrolebaselistmodel,TRUE,6,0.44,1.33,54,0.73,15611.47,11,5,5,6,0,108.68,25,75,0,1,108.44,0,0.5,0.57,0,0,2,2187.04,4,0,0,junit.framework.TestCase,0,0,1,8,0,0,6,0,8,437,0,3,0,1.67,13,0.16,3381.09,3,0,2,3,3,124.63,13,24,1,2,124.39,0,0.67,0,0,3,2,469.55,3,1,2,org.argouml.uml.ui.UMLModelElementListModel2,0.06,0,2,5,0,0,2,0,4,112,0
TestUMLAssociationRoleBaseComboBoxModel,UMLAssociationRoleBaseComboBoxModel,TRUE,9,0.5,1.11,68,0.98,29248.99,13,4,5,9,0,93.92,52,91,0,1,111.8,0,0.5,0.69,0,0,2,2935.99,5,0,0,junit.framework.TestCase,0,0,1,10,0,0,9,0,17,589,0,6,0.8,2.67,48,0.59,13022.25,7,1,5,7,3,111.05,28,66,1,2,110.81,0,0.67,0.33,0,10,4,1781.34,6,2,2,org.argouml.uml.ui.UMLComboBoxModel2,0.1,1,2,16,0,1,4,0,7,376,0
TestUMLClassDiagram,UMLClassDiagram,TRUE,2,0,1,6,0.04,504.94,2,0,2,2,0,102.06,12,10,0,1,134.29,0,0.5,0,0,2,1,120.04,1,0,0,junit.framework.TestCase,0,0,1,2,0,0,2,0,3,35,0,1,0,1,3,0.02,142.44,1,0,1,1,3,93.95,7,6,1,4,136.24,0,0.8,0,0,1,1,61.77,1,0,2,org.argouml.uml.diagram.ui.PropPanelDiagram,0,0,4,1,0,0,1,0,2,19,0
TestUMLCollaborationDiagram,UMLCollaborationDiagram,TRUE,2,0,1,6,0.04,504.94,2,0,2,2,0,102.06,12,10,0,1,134.29,0,0.5,0,0,2,1,120.04,1,0,0,junit.framework.TestCase,0,0,1,2,0,0,2,0,3,35,0,1,0,1,3,0.02,142.44,1,0,1,1,3,88.14,8,6,1,4,136.24,0,0.8,0,0,1,1,61.77,1,0,2,org.argouml.uml.diagram.ui.PropPanelDiagram,0,0,4,1,0,0,1,0,2,19,0
